6902,23.03.2025,1,1,329740.00
6902,23.03.2025,2,239,551.90
6902,23.03.2025,3,8246,24.00
6903,24.03.2025,1,0,0.00
6903,24.03.2025,2,173,1938.90
6903,24.03.2025,3,7413,67.90
6904,25.03.2025,1,0,0.00
6904,25.03.2025,2,196,1844.60
6904,25.03.2025,3,7971,68.10
6905,26.03.2025,1,0,0.00
6905,26.03.2025,2,165,2166.30
6905,26.03.2025,3,7957,67.40
6906,27.03.2025,1,3,153551.00
6906,27.03.2025,2,224,822.60
6906,27.03.2025,3,9503,29.10
6907,28.03.2025,1,1,465570.40
6907,28.03.2025,2,254,733.20
6907,28.03.2025,3,9406,29.70
6908,29.03.2025,1,4,128929.30
6908,29.03.2025,2,283,729.00
6908,29.03.2025,3,9693,32.00
6909,30.03.2025,1,0,0.00
6909,30.03.2025,2,194,1295.80
6909,30.03.2025,3,6415,58.80
6910,31.03.2025,1,1,414214.00
6910,31.03.2025,2,174,952.30
6910,31.03.2025,3,7790,32.00
6911,01.04.2025,1,1,438898.00
6911,01.04.2025,2,193,909.70
6911,01.04.2025,3,7856,33.60
6912,02.04.2025,1,2,214172.80
6912,02.04.2025,2,272,630.00
6912,02.04.2025,3,8789,29.30
6913,03.04.2025,1,0,0.00
6913,03.04.2025,2,214,1604.30
6913,03.04.2025,3,8446,61.00
6914,04.04.2025,1,0,0.00
6914,04.04.2025,2,226,1621.30
6914,04.04.2025,3,8744,62.90
6915,05.04.2025,1,1,519028.40
6915,05.04.2025,2,294,706.20
6915,05.04.2025,3,10638,29.30
6916,06.04.2025,1,0,0.00
6916,06.04.2025,2,172,1510.70
6916,06.04.2025,3,6393,61.00
6917,07.04.2025,1,1,422528.00
6917,07.04.2025,2,225,751.20
6917,07.04.2025,3,8691,29.20
6918,08.04.2025,1,0,0.00
6918,08.04.2025,2,190,1857.20
6918,08.04.2025,3,8315,63.70
6919,09.04.2025,1,0,0.00
6919,09.04.2025,2,222,1611.70
6919,09.04.2025,3,8389,64.00
6920,10.04.2025,1,2,233983.80
6920,10.04.2025,2,256,731.20
6920,10.04.2025,3,9141,30.80
6921,11.04.2025,1,3,159204.70
6921,11.04.2025,2,431,443.30
6921,11.04.2025,3,12531,22.90
6922,12.04.2025,1,3,174173.00
6922,12.04.2025,2,310,674.30
6922,12.04.2025,3,11267,27.90
6923,13.04.2025,1,1,370577.60
6923,13.04.2025,2,155,956.40
6923,13.04.2025,3,6591,33.80
6924,14.04.2025,1,1,416263.60
6924,14.04.2025,2,212,785.50
6924,14.04.2025,3,8274,30.20
6925,15.04.2025,1,2,221253.80
6925,15.04.2025,2,221,801.00
6925,15.04.2025,3,8411,31.60
6926,16.04.2025,1,0,0.00
6926,16.04.2025,2,238,1467.60
6926,16.04.2025,3,8624,60.80
6927,17.04.2025,1,1,463387.60
6927,17.04.2025,2,245,756.60
6927,17.04.2025,3,9434,29.50
6928,18.04.2025,1,1,498472.00
6928,18.04.2025,2,211,945.00
6928,18.04.2025,3,8726,34.30
6929,19.04.2025,1,0,0.00
6929,19.04.2025,2,241,1673.10
6929,19.04.2025,3,9481,63.80
6930,20.04.2025,1,0,0.00
6930,20.04.2025,2,131,1747.40
6930,20.04.2025,3,5299,64.80
6931,21.04.2025,1,1,292784.00
6931,21.04.2025,2,148,791.40
6931,21.04.2025,3,5655,31.10
6932,22.04.2025,1,0,0.00
6932,22.04.2025,2,253,1303.60
6932,22.04.2025,3,8732,56.70
6933,23.04.2025,1,1,425272.00
6933,23.04.2025,2,233,730.10
6933,23.04.2025,3,8739,29.20
6934,24.04.2025,1,0,0.00
6934,24.04.2025,2,252,1392.20
6934,24.04.2025,3,8786,59.90
6935,25.04.2025,1,2,233188.80
6935,25.04.2025,2,205,910.10
6935,25.04.2025,3,8296,33.80
6936,26.04.2025,1,0,0.00
6936,26.04.2025,2,250,1624.60
6936,26.04.2025,3,9899,61.60
6937,27.04.2025,1,3,120647.60
6937,27.04.2025,2,220,658.10
6937,27.04.2025,3,7565,28.80
6938,28.04.2025,1,2,198990.40
6938,28.04.2025,2,208,765.40
6938,28.04.2025,3,8472,28.20
6939,29.04.2025,1,1,430291.60
6939,29.04.2025,2,243,708.30
6939,29.04.2025,3,8634,30.00
6940,30.04.2025,1,0,0.00
6940,30.04.2025,2,223,1720.50
6940,30.04.2025,3,8617,66.80
6941,01.05.2025,1,0,0.00
6941,01.05.2025,2,125,2051.40
6941,01.05.2025,3,5717,67.30
6942,02.05.2025,1,0,0.00
6942,02.05.2025,2,234,1660.80
6942,02.05.2025,3,9424,61.90
6943,03.05.2025,1,2,166358.40
6943,03.05.2025,2,190,700.50
6943,03.05.2025,3,5997,33.30
6944,04.05.2025,1,0,0.00
6944,04.05.2025,2,137,1807.10
6944,04.05.2025,3,5365,69.30
6945,05.05.2025,1,2,210481.00
6945,05.05.2025,2,245,687.30
6945,05.05.2025,3,8097,31.20
6946,06.05.2025,1,0,0.00
6946,06.05.2025,2,202,1703.60
6946,06.05.2025,3,8198,63.00
6947,07.05.2025,1,0,0.00
6947,07.05.2025,2,230,1496.80
6947,07.05.2025,3,9165,56.40
6948,08.05.2025,1,2,226128.80
6948,08.05.2025,2,210,861.50
6948,08.05.2025,3,8193,33.20
6949,09.05.2025,1,1,473978.00
6949,09.05.2025,2,338,561.00
6949,09.05.2025,3,11024,25.80
6950,10.05.2025,1,3,177504.60
6950,10.05.2025,2,309,689.40
6950,10.05.2025,3,10636,30.10
6951,11.05.2025,1,1,345838.40
6951,11.05.2025,2,183,756.00
6951,11.05.2025,3,6278,33.10
6952,12.05.2025,1,0,0.00
6952,12.05.2025,2,211,1608.50
6952,12.05.2025,3,7796,65.30
6953,13.05.2025,1,7,64542.30
6953,13.05.2025,2,315,573.80
6953,13.05.2025,3,9456,28.70
6954,14.05.2025,1,1,438513.60
6954,14.05.2025,2,224,783.10
6954,14.05.2025,3,9174,28.70
6955,15.05.2025,1,1,447939.60
6955,15.05.2025,2,192,933.30
6955,15.05.2025,3,7926,34.00
6956,16.05.2025,1,2,232142.60
6956,16.05.2025,2,216,859.80
6956,16.05.2025,3,8305,33.60
6957,17.05.2025,1,1,507734.80
6957,17.05.2025,2,460,441.60
6957,17.05.2025,3,12835,23.80
6958,18.05.2025,1,1,332720.00
6958,18.05.2025,2,220,605.00
6958,18.05.2025,3,7162,27.90
6959,19.05.2025,1,1,408292.80
6959,19.05.2025,2,234,698.00
6959,19.05.2025,3,7270,33.70
6960,20.05.2025,1,1,425256.00
6960,20.05.2025,2,201,846.30
6960,20.05.2025,3,7050,36.20
6961,21.05.2025,1,0,0.00
6961,21.05.2025,2,166,1973.50
6961,21.05.2025,3,7341,67.00
6962,22.05.2025,1,1,436976.40
6962,22.05.2025,2,230,760.00
6962,22.05.2025,3,8571,30.60
6963,23.05.2025,1,0,0.00
6963,23.05.2025,2,322,1120.40
6963,23.05.2025,3,9919,54.60
6964,24.05.2025,1,2,246885.40
6964,24.05.2025,2,327,604.10
6964,24.05.2025,3,10775,27.50
6965,25.05.2025,1,0,0.00
6965,25.05.2025,2,143,1757.20
6965,25.05.2025,3,5815,64.90
6966,26.05.2025,1,4,100547.80
6966,26.05.2025,2,202,796.50
6966,26.05.2025,3,7539,32.10
6967,27.05.2025,1,2,208582.80
6967,27.05.2025,2,232,719.30
6967,27.05.2025,3,8489,29.50
6968,28.05.2025,1,2,202709.60
6968,28.05.2025,2,260,623.80
6968,28.05.2025,3,7934,30.70
6969,29.05.2025,1,2,213071.00
6969,29.05.2025,2,178,957.70
6969,29.05.2025,3,7484,34.20
6970,30.05.2025,1,1,443006.80
6970,30.05.2025,2,321,552.10
6970,30.05.2025,3,9727,27.40
6971,31.05.2025,1,1,489524.00
6971,31.05.2025,2,211,928.10
6971,31.05.2025,3,8283,35.50
6972,01.06.2025,1,0,0.00
6972,01.06.2025,2,182,1424.20
6972,01.06.2025,3,6328,61.50
6973,02.06.2025,1,1,398681.60
6973,02.06.2025,2,239,667.30
6973,02.06.2025,3,8528,28.10
6974,03.06.2025,1,3,140394.60
6974,03.06.2025,2,167,1008.90
6974,03.06.2025,3,7213,35.10
6975,04.06.2025,1,0,0.00
6975,04.06.2025,2,224,1451.20
6975,04.06.2025,3,8632,56.50
6976,05.06.2025,1,0,0.00
6976,05.06.2025,2,211,1627.60
6976,05.06.2025,3,8008,64.40
6977,06.06.2025,1,0,0.00
6977,06.06.2025,2,252,1418.90
6977,06.06.2025,3,8316,64.50
6978,07.06.2025,1,1,502866.00
6978,07.06.2025,2,412,488.30
6978,07.06.2025,3,11671,25.90
6979,08.06.2025,1,0,0.00
6979,08.06.2025,2,153,1608.30
6979,08.06.2025,3,5532,66.80
6980,09.06.2025,1,2,209180.60
6980,09.06.2025,2,206,812.40
6980,09.06.2025,3,8016,31.40
6981,10.06.2025,1,2,219773.20
6981,10.06.2025,2,226,778.00
6981,10.06.2025,3,8168,32.30
6982,11.06.2025,1,1,432034.40
6982,11.06.2025,2,242,714.20
6982,11.06.2025,3,8744,29.70
6983,12.06.2025,1,1,433813.20
6983,12.06.2025,2,313,554.40
6983,12.06.2025,3,10029,26.00
6984,13.06.2025,1,1,472611.20
6984,13.06.2025,2,215,879.30
6984,13.06.2025,3,9138,31.10
6985,14.06.2025,1,2,245344.40
6985,14.06.2025,2,218,900.40
6985,14.06.2025,3,9717,30.30
6986,15.06.2025,1,2,155633.80
6986,15.06.2025,2,273,456.10
6986,15.06.2025,3,6905,27.10
6987,16.06.2025,1,0,0.00
6987,16.06.2025,2,250,1234.20
6987,16.06.2025,3,7851,59.00
6988,17.06.2025,1,3,141112.20
6988,17.06.2025,2,252,672.00
6988,17.06.2025,3,9599,26.50
6989,18.06.2025,1,1,462537.60
6989,18.06.2025,2,252,734.20
6989,18.06.2025,3,9068,30.70
6990,19.06.2025,1,1,300128.40
6990,19.06.2025,2,159,755.10
6990,19.06.2025,3,5384,33.50
