7327,17.03.2026,6,0,0.00
7327,17.03.2026,5,81,6507.70
7327,17.03.2026,4,4582,211.50
7327,17.03.2026,3,91407,24.00
7326,14.03.2026,6,0,0.00
7326,14.03.2026,5,81,7061.80
7326,14.03.2026,4,4849,256.70
7326,14.03.2026,3,91143,24.00
7325,12.03.2026,6,0,0.00
7325,12.03.2026,5,78,5453.60
7325,12.03.2026,4,4557,128.00
7325,12.03.2026,3,82056,24.00
7324,10.03.2026,6,0,0.00
7324,10.03.2026,5,61,6816.90
7324,10.03.2026,4,3922,170.80
7324,10.03.2026,3,76050,24.00
7323,07.03.2026,6,0,0.00
7323,07.03.2026,5,139,3162.60
7323,07.03.2026,4,5530,80.80
7323,07.03.2026,3,91305,24.00
7322,05.03.2026,6,0,0.00
7322,05.03.2026,5,38,8831.50
7322,05.03.2026,4,2751,264.70
7322,05.03.2026,3,53568,24.00
7321,03.03.2026,6,0,0.00
7321,03.03.2026,5,84,3832.40
7321,03.03.2026,4,3870,68.30
7321,03.03.2026,3,69478,24.00
7320,28.02.2026,6,0,0.00
7320,28.02.2026,5,56,6096.70
7320,28.02.2026,4,3232,192.40
7320,28.02.2026,3,59454,24.00
7319,26.02.2026,6,0,0.00
7319,26.02.2026,5,33,7493.70
7319,26.02.2026,4,2428,159.50
7319,26.02.2026,3,45693,24.00
7318,24.02.2026,6,0,0.00
7318,24.02.2026,5,62,3841.90
7318,24.02.2026,4,2962,92.90
7318,24.02.2026,3,48088,24.00
7317,21.02.2026,6,1,6810033.60
7317,21.02.2026,5,55,6732.30
7317,21.02.2026,4,3613,173.10
7317,21.02.2026,3,66524,24.00
7316,19.02.2026,6,0,0.00
7316,19.02.2026,5,58,4629.40
7316,19.02.2026,4,2671,148.50
7316,19.02.2026,3,50599,24.00
7315,17.02.2026,6,0,0.00
7315,17.02.2026,5,39,6545.70
7315,17.02.2026,4,2368,196.50
7315,17.02.2026,3,44438,24.00
7314,14.02.2026,6,0,0.00
7314,14.02.2026,5,51,6747.80
7314,14.02.2026,4,3019,232.20
7314,14.02.2026,3,56826,24.00
7313,12.02.2026,6,1,7676570.20
7313,12.02.2026,5,56,5850.00
7313,12.02.2026,4,2982,213.90
7313,12.02.2026,3,55324,24.00
7312,10.02.2026,6,0,0.00
7312,10.02.2026,5,81,3568.40
7312,10.02.2026,4,3522,70.10
7312,10.02.2026,3,61983,24.00
7311,07.02.2026,6,0,0.00
7311,07.02.2026,5,62,5129.30
7311,07.02.2026,4,3514,136.70
7311,07.02.2026,3,59496,24.00
7310,05.02.2026,6,0,0.00
7310,05.02.2026,5,54,4330.60
7310,05.02.2026,4,3293,36.00
7310,05.02.2026,3,55787,24.00
7309,03.02.2026,6,0,0.00
7309,03.02.2026,5,39,5826.80
7309,03.02.2026,4,1921,212.00
7309,03.02.2026,3,39845,24.00
7308,31.01.2026,6,1,2000000.00
7308,31.01.2026,5,68,4244.30
7308,31.01.2026,4,2767,182.70
7308,31.01.2026,3,51093,24.00
7307,29.01.2026,6,1,2649495.00
7307,29.01.2026,5,78,3112.80
7307,29.01.2026,4,3538,61.00
7307,29.01.2026,3,51714,24.00
7306,27.01.2026,6,0,0.00
7306,27.01.2026,5,37,6457.70
7306,27.01.2026,4,2395,166.60
7306,27.01.2026,3,43113,24.00
7305,24.01.2026,6,1,4560609.60
7305,24.01.2026,5,70,4813.90
7305,24.01.2026,4,3992,89.30
7305,24.01.2026,3,69403,24.00
7304,22.01.2026,6,0,0.00
7304,22.01.2026,5,55,4515.20
7304,22.01.2026,4,2684,134.30
7304,22.01.2026,3,47073,24.00
7303,20.01.2026,6,0,0.00
7303,20.01.2026,5,33,7390.90
7303,20.01.2026,4,2273,175.40
7303,20.01.2026,3,44367,24.00
7302,17.01.2026,6,1,2000000.00
7302,17.01.2026,5,101,3007.90
7302,17.01.2026,4,4446,39.40
7302,17.01.2026,3,68661,24.00
7301,15.01.2026,6,1,4636687.20
7301,15.01.2026,5,48,5694.80
7301,15.01.2026,4,2737,177.90
7301,15.01.2026,3,48059,24.00
7300,13.01.2026,6,0,0.00
7300,13.01.2026,5,80,3237.90
7300,13.01.2026,4,3683,59.40
7300,13.01.2026,3,55652,24.00
7299,10.01.2026,6,0,0.00
7299,10.01.2026,5,85,3654.90
7299,10.01.2026,4,4665,36.00
7299,10.01.2026,3,70916,24.00
7298,08.01.2026,6,1,17908755.20
7298,08.01.2026,5,88,4728.60
7298,08.01.2026,4,4606,137.00
7298,08.01.2026,3,77750,24.00
7297,06.01.2026,6,0,0.00
7297,06.01.2026,5,60,6236.80
7297,06.01.2026,4,4008,147.50
7297,06.01.2026,3,68925,24.00
7296,03.01.2026,6,0,0.00
7296,03.01.2026,5,65,6813.50
7296,03.01.2026,4,4406,146.90
7296,03.01.2026,3,83751,24.00
7295,01.01.2026,6,0,0.00
7295,01.01.2026,5,64,5911.80
7295,01.01.2026,4,3514,209.60
7295,01.01.2026,3,63912,24.00
7294,30.12.2025,6,0,0.00
7294,30.12.2025,5,94,4436.10
7294,30.12.2025,4,4302,161.30
7294,30.12.2025,3,75343,24.00
7293,27.12.2025,6,0,0.00
7293,27.12.2025,5,47,6267.70
7293,27.12.2025,4,2520,250.90
7293,27.12.2025,3,47308,24.00
7292,25.12.2025,6,0,0.00
7292,25.12.2025,5,36,6270.00
7292,25.12.2025,4,1898,250.20
7292,25.12.2025,3,36648,24.00
7291,23.12.2025,6,0,0.00
7291,23.12.2025,5,72,5452.00
7291,23.12.2025,4,4070,163.70
7291,23.12.2025,3,70386,24.00
7290,20.12.2025,6,0,0.00
7290,20.12.2025,5,114,2761.10
7290,20.12.2025,4,4490,61.10
7290,20.12.2025,3,67272,24.00
7289,18.12.2025,6,1,17046880.90
7289,18.12.2025,5,82,4872.70
7289,18.12.2025,4,3420,239.10
7289,18.12.2025,3,65830,24.00
7288,16.12.2025,6,0,0.00
7288,16.12.2025,5,67,5946.80
7288,16.12.2025,4,3642,181.80
7288,16.12.2025,3,72026,24.00
7287,13.12.2025,6,0,0.00
7287,13.12.2025,5,79,5439.50
7287,13.12.2025,4,3987,200.20
7287,13.12.2025,3,74182,24.00
7286,11.12.2025,6,0,0.00
7286,11.12.2025,5,44,7596.60
7286,11.12.2025,4,2830,222.20
7286,11.12.2025,3,57362,24.00
7285,09.12.2025,6,0,0.00
